Label,Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,,,,
Z,0.785847255,1.008813256,0.417591367,0.981865431,0.1045287,0.849032151,0.001229422,0.771454259,0.017770222,0.717291581,0.230047226,0.029948385,0.153563908,0.261698271,0.176948684,0.497992164,0.207930837,0.514207137,0.510400908,0.012630663,0.43331337,0.278539658,0.450234958,0.522519162,0.464728764,0.524682497,0.770805768,0.095319246,0.716794423,0.32888814,0.704847608,0.560577794,0.699160303,0.568959086,1.007150786,0.225583629,0.985201291,0.372758665,0.932355472,0.569929324,0.897600855,0.607874017,0.001098812,0.128710628,-0.046945632,0.172629505
Z,0.750439305,0.996003988,0.448124547,1.01296168,0.146404759,0.975530741,0.007412572,0.943539834,0.040045461,0.864910165,0.181284012,0.107567028,0.10223241,0.246718426,0.090587739,0.425775255,0.105113737,0.515073621,0.478680272,0.007584786,0.423325323,0.564763166,0.428703431,0.785326432,0.467668103,0.77485392,0.762388537,0.074544401,0.711899788,0.676296935,0.6793475,0.864558084,0.678990641,0.833439496,1.008379905,0.209479585,0.975243107,0.67337694,0.922324642,0.84425825,0.905941748,0.810647653,-0.004132986,0.103253067,-0.030488193,0.117773235
Z,0.709042788,1.006561279,0.362053156,0.990055982,0.051139235,0.850383085,0.002441049,0.796632879,0.123222709,0.833914252,0.189455986,0.062464097,0.225892305,0.187232747,0.227135062,0.507142235,0.248535514,0.567793678,0.465659142,0.01722347,0.506711841,0.162863002,0.493751407,0.518637377,0.487854123,0.596039828,0.72154367,0.063270232,0.777606606,0.213836894,0.737457514,0.555467157,0.698753238,0.635146646,0.958607435,0.161218755,1.013888955,0.281971875,0.953658462,0.570679945,0.898647547,0.659497317,-0.031315088,0.127959371,-0.067976534,0.169039994
Z,0.74058187,0.996536891,0.490219712,1.011079894,0.231291175,0.888067034,0.105794787,0.790870667,0.01266551,0.730955548,0.222262859,0.11988661,0.146651387,0.008812692,0.153043389,0.322806782,0.181852102,0.506685257,0.467020988,0.05748717,0.475856781,0.013834318,0.491393924,0.385641734,0.499225378,0.53502104,0.705793023,0.091528575,0.769646287,0.104942004,0.74918282,0.46184667,0.712970614,0.594714695,0.933310509,0.19080819,1.013296962,0.228570514,0.976741433,0.502237956,0.925637603,0.597436375,-0.05040139,0.127540112,-0.097689927,0.163937807
Z,0.723266836,1.008006876,0.352390817,1.005153656,0.03397921,0.871910095,0.009472421,0.760635029,0.230384475,0.738212932,0.187033081,0.06500695,0.271888381,0.268360658,0.352692472,0.528561852,0.380684721,0.56155881,0.446661964,0.011492296,0.53507843,0.245662863,0.59088393,0.522027276,0.584502235,0.552405617,0.688266695,0.061670997,0.783391747,0.272682884,0.799977464,0.538783507,0.758669574,0.578649001,0.901569308,0.175674438,1.004246286,0.332056913,0.976353807,0.56684494,0.913486422,0.631938934,-0.01685679,0.105206311,-0.022052646,0.131028116
Z,0.795106802,1.001385146,0.487240236,0.98781941,0.162614054,0.819380891,0.014778023,0.665091533,0.046244152,0.597184873,0.298969553,0.070054297,0.263016316,0.00650088,0.298773125,0.322684868,0.343550839,0.449038861,0.540164321,0.014915653,0.550053497,0.041600583,0.570298722,0.399888731,0.576376616,0.490697038,0.761314278,0.057557237,0.803200224,0.155566907,0.78629599,0.495779,0.756838557,0.57241178,0.964241939,0.162621853,1.014888593,0.256901535,0.975068847,0.522125656,0.92673891,0.59591312,-0.021310747,0.1330055,-0.075715303,0.163564146
Z,0.689194202,1.011319705,0.318018794,0.961641107,0.012339354,0.800167527,0.033712387,0.751982791,0.240869522,0.816316468,0.208246112,0.050065551,0.243948698,0.255663259,0.242336988,0.504997322,0.259446502,0.539908954,0.474569798,0.015133483,0.522768497,0.278688363,0.508223772,0.530868122,0.504931808,0.54739104,0.718349218,0.084685973,0.785149932,0.362565381,0.742262602,0.603348051,0.700870752,0.628943477,0.940564275,0.211082901,1.007815003,0.440571683,0.942502022,0.655504499,0.877577662,0.706137453,-0.010940254,0.119897306,-0.024874747,0.162783206
Z,0.855240644,0.939507167,0.532755189,1.00240311,0.234105126,0.947403029,0.096520634,0.859081568,0.003826077,0.708962571,0.24263647,0.094199424,0.172826217,0.063548331,0.14755999,0.288849401,0.175336805,0.416889153,0.510082956,0.000937929,0.491173049,0.112343919,0.461225736,0.392224331,0.471405805,0.500124726,0.763698901,0.037305458,0.771795111,0.196611704,0.733771631,0.468892453,0.721730119,0.564184151,0.998225842,0.132816502,1.014292184,0.270101285,0.96655545,0.503241558,0.935289803,0.580955356,-0.05990392,0.112885177,-0.148492634,0.14193961
Z,0.810045242,0.895310787,0.519154867,1.004859356,0.225280126,1.012711342,0.072539012,0.963616797,0.004756927,0.903359393,0.167186737,0.119403799,0.09138298,0.222132784,0.125905355,0.504980209,0.165142059,0.625368402,0.442284266,0.003626722,0.450710932,0.27877069,0.476558685,0.601889752,0.488294601,0.634375755,0.714000066,0.038319973,0.755860011,0.344086627,0.757120768,0.629498624,0.748010635,0.66076717,0.967249552,0.137718607,1.006804148,0.356115098,0.983707428,0.596122661,0.959505081,0.647944917,-0.068270385,0.145363033,-0.129274368,0.181901217
Z,0.095474679,1.014176295,0.027028111,0.963859155,0.145966012,0.690182502,0.240698024,0.380869609,0.28977029,0.218973673,0.993726894,0.201507128,0.44262194,0.235059225,0.135894121,0.390321438,0.211285618,0.439083723,1.011111014,0.05915308,0.346611459,0.127206362,0.083471462,0.3511986,0.159304374,0.432690987,0.879132298,0.003749921,0.271606881,0.090376744,0.077650234,0.290235153,0.16186458,0.340530836,0.716735186,0.016293306,0.325763593,0.045006422,0.134431458,0.195641481,0.127483259,0.239461349,0.081275582,0.046607852,0.150287867,0.093536019
Z,0.618724454,0.948458521,0.311413057,1.022574826,0.058718897,0.975097656,0.002471801,0.950074999,0.058944702,0.899048655,0.175524312,0.004400755,0.227773359,0.179118909,0.239470943,0.574474636,0.244198092,0.719701667,0.46744525,0.02543078,0.550234026,0.273161487,0.50252816,0.730494499,0.463462583,0.900712565,0.724219907,0.15413992,0.800803646,0.385060612,0.74302698,0.796499052,0.684447381,0.969108331,0.937470098,0.334220987,1.008187817,0.50599304,0.956464214,0.821931287,0.891579905,0.959313844,-0.039509952,0.082417727,-0.071759999,0.17272383
Z,0.322642517,0.945078018,0.068347755,0.996206933,0.004006136,0.991990272,0.204782457,1.010394563,0.421501864,0.965509374,0.181770442,0.137305321,0.492560871,0.438356765,0.690334731,0.658414475,0.818627108,0.796997557,0.521747413,0.00380025,0.781471957,0.574729554,0.667375535,0.917372967,0.532952059,0.977555498,0.7618292,0.074400557,0.935126789,0.632722489,0.799647522,0.93531219,0.67181819,0.962252678,0.91419173,0.237601219,1.007168814,0.645727361,0.88915147,0.895687022,0.775881958,0.922525852,0.069300413,0.038551927,0.158060253,0.093208134
J,0.732243611,0.9594276,0.445112815,1.005521223,0.128138616,0.955549961,0.012617111,0.936116621,0.061335197,0.918556298,0.089313067,0.103344684,0.070144947,0.240737682,0.127340463,0.498037423,0.174340468,0.576049254,0.399232278,0.002400801,0.431685081,0.315508291,0.472057049,0.661951786,0.501408944,0.687283283,0.693682157,0.039473301,0.745093272,0.395195092,0.740840618,0.70630082,0.731513684,0.704329893,0.970772963,0.149078454,1.004307087,0.440859561,0.980289899,0.695684518,0.963562452,0.693346744,-0.013516665,0.105859399,-0.031715989,0.188079417
J,0.260160643,1.002934466,0.141519612,0.674825586,0.115227798,0.400221835,0.118852418,0.206014059,0.127426279,0.054733779,0.959943837,0.261608042,0.678170566,0.005185784,0.314195173,0.080016762,0.207940069,0.181157307,1.016857805,0.434464896,0.561715751,0.192194857,0.179963868,0.267440068,0.099127802,0.369629193,0.918103185,0.624338683,0.404310161,0.424344873,0.072217744,0.459047543,0.005887393,0.532758262,0.745789363,0.810627578,0.450118755,0.6612991,0.273591009,0.61502067,0.213361543,0.623194274,0.011754453,0.085892618,0.056990862,0.014770597
J,0.470953765,1.004013554,0.253690272,0.803696622,0.085505921,0.584202799,0.003482866,0.406456444,0.025300344,0.303186695,0.332988409,0.216450605,0.245493854,0.010535229,0.153689161,0.201927217,0.143083831,0.354720309,0.538263863,0.284217952,0.473278846,0.119356005,0.323052771,0.352829462,0.266228852,0.504509808,0.704735367,0.405092475,0.662608394,0.28337604,0.481228487,0.497654604,0.375191677,0.644583884,0.834108706,0.549493125,0.974506519,0.446112793,1.003641859,0.383759209,1.010410356,0.304409702,0.001666069,0.054802001,0.020541221,0.00664264
J,0.396440876,1.010198121,0.187361874,0.738101611,0.078346651,0.465772219,0.020005981,0.272040357,0.007081274,0.14729791,0.598070401,0.20578491,0.469556666,0.010449953,0.289677748,0.138281689,0.222353466,0.240094421,0.813561511,0.331408737,0.649331392,0.168874638,0.393670381,0.27682811,0.280639193,0.349635299,0.93449083,0.525316874,0.826198976,0.389969262,0.526512943,0.464249416,0.331561985,0.519671738,0.960817935,0.750430466,1.007825254,0.686914834,0.952553137,0.648908143,0.914551351,0.601345021,-0.015216887,0.064839065,0.043212533,-0.039643645
J,0.382488687,0.80599101,0.361375427,0.464000725,0.321840995,0.202284464,0.190124948,0.060978889,0.013266863,0.01684133,1.003488704,0.218774772,0.610160174,0.003826118,0.287205723,0.063470422,0.21788559,0.141570766,0.992742157,0.50190265,0.454141235,0.283771282,0.141651045,0.302173242,0.166825867,0.350607221,0.85454167,0.776712627,0.33531723,0.587961174,0.065156555,0.544687504,0.066949463,0.550376404,0.673799133,1.001449818,0.336338479,0.90163082,0.157825906,0.876514877,0.136017827,0.893689737,0.01492089,0.115888536,0.075938344,0.064962626
J,0.240410776,0.742740011,0.259464033,0.436319972,0.262653351,0.193744866,0.19207336,0.043905856,0.0679749,0.002007726,1.007770654,0.287494728,0.628178799,0.088540916,0.295692675,0.11303403,0.207221754,0.170789121,0.973531434,0.560608668,0.47706708,0.362182594,0.135121663,0.333851573,0.113076181,0.364875747,0.806584098,0.810719984,0.318116737,0.653495398,0.032281471,0.565793669,0.004040574,0.549959114,0.596307003,1.011855757,0.292117263,0.952841471,0.099325353,0.908631773,0.051578637,0.904065856,-0.000261068,0.099050641,0.07365036,0.0877406
J,0.393605746,0.919825641,0.310986446,0.512857155,0.263031006,0.243466486,0.18147806,0.093109001,0.058138334,0.010775913,1.011216384,0.270508029,0.706244249,0.090990218,0.393957872,0.107242129,0.268548819,0.155115496,1.010201674,0.539891546,0.504564139,0.403983853,0.227046086,0.377400398,0.169235816,0.379279895,0.876766498,0.795675776,0.341640179,0.694215775,0.085038405,0.615362081,0.010958158,0.563297965,0.685678922,1.007579717,0.318730281,0.989230156,0.11337339,0.971353964,0.022708599,0.959431301,0.019040406,0.181780994,0.078607619,0.108381569
Z,0.346533728,1.011255784,0.080270361,0.746051219,0.004944473,0.392245231,0.118871345,0.15567839,0.260844997,0.006423281,0.509670195,0.290433314,0.585363795,0.200273563,0.495355075,0.157290595,0.409821432,0.112676843,0.73097204,0.356658564,0.606473454,0.322136421,0.429068769,0.470606792,0.372115338,0.560986135,0.888807328,0.456323599,0.76277786,0.413727054,0.58367157,0.554049826,0.525360483,0.628007641,1.010211007,0.571006403,0.934329799,0.493432553,0.767601889,0.574123061,0.695856188,0.626335986,-0.017554879,0.074189186,-0.038736343,0.165308505
Z,0.506211986,1.005173602,0.236227063,0.903679298,0.014202837,0.725154133,0.048818726,0.591541937,0.257523578,0.548148947,0.267469987,0.433655416,0.191130707,0.253569538,0.119602922,0.129464424,0.075200399,0.004053665,0.556240911,0.457198725,0.493207185,0.422540826,0.401948569,0.61867292,0.399346835,0.698158442,0.809074623,0.526258485,0.744464708,0.532951096,0.593287703,0.698530617,0.5520652,0.751191867,1.013762985,0.622743574,0.962363533,0.627042867,0.79302691,0.746524035,0.726111592,0.790209673,-0.067197084,0.106038809,-0.0867939,0.120236337
Z,0.472248183,1.002790633,0.201151424,0.8718033,0.015920321,0.678405861,0.012905651,0.558083178,0.191497061,0.511628624,0.27902582,0.380157404,0.179211352,0.226096543,0.089413113,0.123214904,0.038393392,0.007576586,0.557554881,0.393893798,0.444112142,0.391833861,0.365187645,0.589681559,0.400240474,0.653880426,0.797941738,0.46688123,0.656348652,0.514354308,0.540873528,0.687092922,0.566699558,0.721036596,1.000663228,0.56716904,0.875196775,0.595064014,0.747552766,0.713728797,0.751507865,0.740524889,-0.088745713,0.080126643,-0.171099752,0.092644334
Z,0.414010216,1.00465132,0.147508172,0.796821335,0.028871648,0.467286767,0.007680444,0.20567594,0.001119165,0.008683955,0.445129731,0.336965505,0.314412397,0.359735359,0.177745819,0.485504817,0.159698374,0.527703794,0.693770016,0.414525893,0.481049594,0.45791039,0.325593948,0.590342698,0.298353083,0.637094035,0.876362744,0.52302005,0.677794288,0.545694351,0.525653503,0.672517388,0.475554186,0.726185456,1.011156755,0.641052802,0.863918978,0.640531429,0.739084132,0.696621923,0.686349869,0.713213078,-0.04490453,0.088563144,-0.084617674,0.240507364
Z,0.352238542,1.008183724,0.079383591,0.866262562,0.002638995,0.648542026,0.244955031,0.543997883,0.536863424,0.532749807,0.249406588,0.483279409,0.279152822,0.269627201,0.270431389,0.128496012,0.281135818,0.007426506,0.511738147,0.533156025,0.631866196,0.440605715,0.511114864,0.59400951,0.445804014,0.681822343,0.733202013,0.604263321,0.817301217,0.544730163,0.628701291,0.686761036,0.548105789,0.753593823,0.92541491,0.695534919,1.013026868,0.639720854,0.844278239,0.739217301,0.757587627,0.791150779,-0.009125531,0.077512443,0.006615162,0.08570829
Z,0.229425333,1.007914378,0.006711022,0.843895952,0.01893745,0.642836736,0.253584005,0.568928001,0.509104713,0.572315594,0.280891418,0.474190546,0.321659541,0.257996047,0.329769975,0.11324862,0.385136103,0.002858532,0.599761316,0.532767509,0.554952201,0.454601524,0.389197786,0.589053052,0.341100272,0.678225462,0.839122578,0.611268777,0.719201427,0.559365091,0.507191545,0.683900218,0.474873947,0.7441841,1.006197267,0.714958159,0.912873608,0.659823883,0.740824942,0.726579114,0.656919059,0.765099123,-0.000203192,0.042356312,-0.005767584,0.053026676
Z,0.558602847,0.886677069,0.423437119,0.591570125,0.329153941,0.307154571,0.19207793,0.11049122,0.021898416,0.004279109,0.976433974,0.340442994,0.675616484,0.163370497,0.32380823,0.12010047,0.084605437,0.163813114,1.01557937,0.570998949,0.566304867,0.439240428,0.222024771,0.438983777,0.01567239,0.506493821,0.945465968,0.801692065,0.505884464,0.701859194,0.22282439,0.696483416,0.058865767,0.724521441,0.828213178,1.00706092,0.432428067,0.940513947,0.219824718,0.922523583,0.110450011,0.92601361,0.014392614,0.053739905,-0.029456854,0.226193666
Z,0.543632065,1.001523829,0.24917503,0.917092368,0.014867755,0.734450278,0.165618509,0.644971651,0.430149244,0.673892315,0.267600018,0.399275824,0.186424919,0.212740337,0.091139033,0.101744144,0.00229501,0.001897919,0.525711834,0.381618767,0.537790603,0.500793207,0.466627149,0.663699319,0.436689515,0.70289774,0.753107043,0.453563868,0.78526273,0.601535441,0.678509809,0.735065532,0.621984288,0.74436038,0.970789702,0.556499731,1.004469056,0.67839241,0.87942328,0.791898282,0.798442785,0.805502312,-0.054555774,0.113244712,-0.137523532,0.148683488
F,0.798231162,1.00118002,0.421226501,0.927241011,0.126186595,0.810894121,0.007229375,0.687306188,0.12579989,0.59210941,0.371183657,0.516923423,0.314708934,0.325064403,0.262400085,0.379754111,0.250770494,0.456592707,0.585581611,0.479022316,0.530285704,0.256355315,0.49181523,0.12918255,0.461435281,0.001519134,0.79201919,0.487808164,0.748042088,0.281876377,0.698268142,0.153421903,0.648150874,0.02760488,1.004074471,0.540879623,0.981168336,0.364220378,0.930626589,0.259660829,0.886585161,0.160147962,0.003972709,-0.000227571,0.002856433,0.000836283
F,0.506022614,1.002421986,0.273498238,0.932285742,0.080138912,0.821821502,0.002542273,0.717720581,0.065990597,0.636674447,0.219693172,0.52387869,0.163994876,0.36448301,0.13277579,0.406881997,0.141701191,0.481940645,0.383559933,0.474994573,0.33645511,0.257206209,0.319499524,0.122098807,0.313126007,0.000822717,0.560164315,0.486431729,0.605739544,0.277219281,0.632793427,0.141947371,0.654057144,0.01736763,0.732074143,0.550825553,0.863754025,0.412998951,0.942158934,0.324245395,1.00403481,0.235529625,-0.000144243,0.00123477,0.001885831,0.008452028
F,0.50860496,1.002689029,0.28064264,0.938009699,0.085553786,0.832268995,0.000109305,0.731291538,0.069191228,0.648971154,0.234957277,0.529264673,0.175033121,0.379518447,0.138322269,0.424043508,0.136825063,0.508273091,0.404453751,0.483183344,0.384427089,0.259121975,0.387384602,0.122252346,0.397469365,0.003034018,0.578170577,0.500956061,0.63358267,0.296441244,0.670302746,0.166023364,0.697754854,0.044948466,0.74006957,0.572114541,0.868740057,0.436856407,0.943918764,0.352255603,1.003449733,0.26785991,0.00230962,-0.003793359,0.002592564,0.002034098
F,0.506076538,1.003848811,0.279177597,0.93746283,0.085507661,0.831490683,0.001712226,0.731989713,0.06922763,0.648098044,0.23549707,0.527277258,0.176960166,0.377851368,0.140190723,0.422090184,0.137006573,0.506398552,0.4055094,0.482743657,0.387525222,0.256483429,0.388411329,0.119411962,0.396194558,0.001345943,0.580243229,0.502335971,0.63650752,0.294751604,0.671372856,0.162954454,0.697684544,0.041605411,0.742567324,0.575327498,0.870692534,0.438534234,0.945108052,0.353028862,1.003869848,0.268494032,0.000596404,-0.00176698,0.002740622,0.000468105
F,0.506585564,1.000533748,0.280215693,0.934823661,0.085371678,0.82902275,0.004248027,0.73028603,0.074576833,0.652857447,0.234628316,0.524714202,0.176760605,0.377588986,0.14320947,0.429027994,0.144408232,0.514825069,0.406055076,0.48198109,0.386652978,0.259697224,0.391076032,0.122498066,0.402811586,0.001841294,0.580884397,0.502074913,0.635023927,0.297696259,0.671155094,0.167494064,0.698386298,0.04695878,0.744371851,0.574699796,0.872167949,0.440214524,0.946323918,0.355633524,1.004582324,0.271778633,0.001283109,5.13E-05,0.004006803,0.003452301
F,0.50642831,1.003781744,0.283372805,0.938973908,0.089358788,0.83470506,0.005521898,0.734643615,0.076329863,0.65525816,0.23961897,0.526840224,0.179235533,0.378097057,0.142745724,0.428914136,0.140912935,0.516572339,0.408523361,0.483751236,0.386927468,0.259704458,0.390062456,0.122805147,0.400656663,0.002845146,0.581337817,0.504129296,0.634456734,0.299504686,0.670450879,0.168596457,0.698730419,0.047082226,0.742775806,0.576787949,0.867306846,0.441717072,0.940923319,0.357107063,1.000242357,0.272841014,0.001916468,7.02E-05,0.003639519,0.001378089
F,0.512163249,1.004760865,0.285218931,0.940063505,0.089252946,0.835554161,0.005096236,0.735734628,0.074802473,0.653356713,0.238187703,0.526565169,0.179399478,0.377392707,0.142903047,0.432421226,0.141414318,0.522514272,0.408200283,0.483069477,0.386316387,0.258644109,0.387080074,0.121979274,0.396321116,0.001129488,0.583565157,0.503517859,0.637850793,0.297568255,0.673076904,0.16639786,0.700965084,0.044714659,0.747493918,0.577017964,0.87317448,0.441452923,0.946307213,0.356906792,1.005888796,0.272777208,0.002051234,0.000626147,0.001048565,0.003066957
F,0.511927885,1.001038725,0.286754035,0.935860676,0.089457144,0.832430327,0.005935469,0.733309271,0.080727721,0.654044842,0.23763694,0.524697712,0.180583031,0.374777503,0.146383148,0.428791784,0.146827199,0.517307183,0.409224766,0.481761439,0.38808486,0.260358359,0.390870337,0.12377862,0.400380652,0.002975873,0.584588394,0.501530614,0.637286816,0.299314006,0.673284344,0.169195457,0.70052203,0.048505917,0.748811111,0.5732776,0.873942905,0.438605797,0.947012309,0.354609475,1.004688787,0.271569694,0.001277149,0.000213563,0.000578284,0.001049727
F,0.515386431,1.001556528,0.287776495,0.93807663,0.087701145,0.835092065,0.00170256,0.736568582,0.075725756,0.656715318,0.236464049,0.526319828,0.175477831,0.376724055,0.138545789,0.431213365,0.138811563,0.519870053,0.409030412,0.481725712,0.384282062,0.261686057,0.383702328,0.124100098,0.390940465,0.001666144,0.586148312,0.500250976,0.637907229,0.297798861,0.673264453,0.167084924,0.700120424,0.045765994,0.751265476,0.571221117,0.876436234,0.435933066,0.948884613,0.351139322,1.00550777,0.267414657,0.000544965,0.001150131,-0.000939429,0.002470851
G,1.003979102,1.003723708,0.681395681,0.85335705,0.417233345,0.66094032,0.197487853,0.566629559,0.004277452,0.514108641,0.536522944,0.251578314,0.339016276,0.024842868,0.152925879,0.002847696,0.013063015,0.015533099,0.654624251,0.208670807,0.390756191,0.06483972,0.263656788,0.27852206,0.234698073,0.468031245,0.7896261,0.198202573,0.519631866,0.085790991,0.359842516,0.296558446,0.298545493,0.488871433,0.937427549,0.226379793,0.690064509,0.147238922,0.525057915,0.27410377,0.437167003,0.421618735,-0.00272125,0.004391551,-0.00454402,-0.001091063
G,1.005668247,1.003454932,0.677259838,0.836073991,0.421628559,0.653607812,0.204676348,0.566371276,0.023997419,0.504719932,0.551835397,0.203689139,0.343112553,0.022055371,0.157764267,0.00298172,0.006493849,0.002320972,0.670376273,0.162094182,0.391973495,0.069422936,0.271098361,0.277585416,0.230577862,0.464589892,0.800659965,0.15729198,0.513707498,0.086988137,0.361795594,0.293843919,0.293205373,0.484998111,0.93944931,0.194122101,0.673587631,0.141446475,0.514991872,0.27868802,0.421564888,0.433153662,0.000758231,0.001063764,8.33E-05,-0.000866085
G,1.003071089,1.005270071,0.6802955,0.853047337,0.416359177,0.665008612,0.195081496,0.570463348,0.004384493,0.513383179,0.543207326,0.236629904,0.345593675,0.028960169,0.160462114,0.002394191,0.01451237,0.001224434,0.664256849,0.188215122,0.396210118,0.057983741,0.265664581,0.275764683,0.228047651,0.4702899,0.799673726,0.172883176,0.522869254,0.069063555,0.359713217,0.281336651,0.291745924,0.478261111,0.94536734,0.197766672,0.688431417,0.12773523,0.525072887,0.260813328,0.435274052,0.41578691,0.001652539,-0.005572855,0.009260714,-0.00290969
G,1.007022718,1.004917128,0.684228326,0.857865027,0.431267119,0.673003636,0.216848833,0.572887487,0.026281593,0.520316066,0.538054418,0.233781757,0.343961228,0.027846817,0.15870505,0.001489084,0.006519513,0.00741675,0.657870439,0.188242108,0.400818595,0.061887393,0.281503496,0.272515405,0.24455523,0.456412257,0.792561552,0.180746352,0.520573358,0.094986443,0.36935319,0.300690386,0.305330875,0.483546697,0.934150863,0.216121657,0.684764611,0.156678308,0.530935413,0.288282129,0.447519678,0.434543593,0.008111298,-0.00590688,0.00626564,-0.002950639
G,1.002508668,1.007919509,0.674715098,0.857763406,0.417487818,0.674262573,0.202538322,0.572486614,0.011014994,0.516078587,0.53019389,0.237676267,0.340050585,0.036226832,0.158006219,0.009089289,0.007076881,0.008523744,0.652392387,0.190499232,0.400785053,0.063903036,0.276489594,0.274222999,0.234606182,0.460561917,0.788948452,0.182484421,0.521789495,0.096186597,0.364651175,0.302677352,0.295315686,0.488574538,0.931334552,0.218482996,0.682991869,0.163468608,0.52466875,0.296254725,0.437337427,0.44442994,0.006144881,-0.001421094,5.05E-05,-0.004480898
H,1.003753981,0.952971317,0.9378479,0.525816113,0.70626792,0.255090697,0.471396655,0.18651123,0.307881697,0.181311135,0.619782346,0.073467984,0.339358627,0.058362405,0.16952866,0.046329565,0.040760626,0.004896355,0.635658406,0.269311971,0.287517601,0.39501711,0.128509131,0.46310249,0.001295897,0.475337717,0.657432166,0.535527171,0.378234828,0.720109425,0.476028229,0.807542287,0.579220049,0.782091871,0.681200214,0.812833686,0.461916156,0.956181634,0.538974993,1.007109833,0.632374928,0.966984359,0.002659619,0.001161635,-0.002624094,0.003747642
H,1.001080045,0.958400408,0.929013304,0.525360994,0.692367172,0.259619897,0.455231545,0.212571629,0.28391193,0.218087882,0.615728517,0.060067562,0.339021995,0.049738767,0.167346573,0.041328991,0.036483383,0.008191945,0.636380768,0.266570928,0.293408099,0.406133886,0.131130184,0.472262165,0.000362535,0.486329112,0.661735153,0.540140185,0.38780469,0.719865381,0.484058345,0.787959484,0.586292752,0.75768434,0.685018678,0.81932533,0.467215763,0.957145072,0.539246264,1.001835756,0.629960632,0.961542765,0.001207948,0.002987564,-0.003357947,0.001580447
H,1.004271874,0.933750238,0.929252141,0.486203739,0.694054478,0.201898268,0.463382842,0.109097924,0.302338751,0.063179272,0.608422292,0.035531189,0.328811024,0.031194568,0.156046837,0.031141562,0.02452928,0.004902789,0.631143734,0.243150387,0.291805871,0.403686983,0.132998471,0.486818603,0.004344612,0.524848495,0.659187628,0.524446164,0.387427731,0.717245902,0.48201151,0.787501131,0.58301917,0.7609889,0.688402858,0.811346224,0.468652648,0.957512566,0.538989969,1.000989386,0.630339886,0.958879471,-0.001603425,-0.001716614,-0.003946811,0.003298938
I,0.898011166,1.004910686,0.504256456,0.94653985,0.152280559,0.791784836,0.007624751,0.633845487,0.083650008,0.494019924,0.228802557,0.546274138,0.089193344,0.394250963,0.160769919,0.507120864,0.23696974,0.62219972,0.468784747,0.502929553,0.354288682,0.368309559,0.412992726,0.541318074,0.465558011,0.687328187,0.731582144,0.477065818,0.660335624,0.358962615,0.63772442,0.545077774,0.620632503,0.698965002,1.002078595,0.46885477,0.957213194,0.256721941,0.919984237,0.120255798,0.865151281,0.002839767,0.024656117,-0.008316517,0.01997292,-0.02396661
I,0.893559299,1.0042021,0.493838551,0.94036162,0.143380217,0.790180557,0.005157387,0.631159636,0.098994328,0.492911848,0.225611257,0.539772595,0.089518788,0.393442242,0.161183116,0.509862005,0.237402444,0.631606166,0.473288651,0.499572151,0.356792827,0.372189668,0.402320191,0.545725278,0.448367779,0.690140239,0.739621173,0.477155773,0.666321975,0.363741313,0.622909462,0.55111699,0.593400892,0.700931034,1.010066441,0.474498445,0.972771697,0.261093426,0.936809163,0.12573062,0.88471507,0.004919099,0.011324823,-0.003768504,0.012562454,-0.006761134
I,0.894046866,1.004674064,0.498114461,0.945655399,0.149627354,0.795058922,0.006881382,0.635517862,0.090503278,0.497854621,0.227229906,0.545087638,0.092099646,0.393958162,0.165677693,0.511843522,0.241277529,0.637177255,0.472816799,0.504507736,0.354430157,0.374207832,0.398984163,0.546972557,0.444474842,0.693698883,0.736865583,0.481745119,0.666277927,0.368592015,0.619191709,0.558384507,0.586950053,0.711101497,1.006160404,0.477775627,0.971318121,0.263988601,0.937735931,0.127232322,0.888937245,0.006039831,-0.000212252,-5.97E-05,0.002667129,0.006868005
I,0.877755207,1.004240131,0.492278389,0.947273409,0.146081344,0.801047778,0.000613669,0.643863893,0.085554123,0.503372735,0.219406874,0.540982401,0.090434033,0.389432853,0.162948525,0.507389611,0.238068622,0.631417727,0.464517759,0.500832593,0.350158526,0.371473408,0.395796817,0.546747184,0.440376945,0.69330219,0.72880662,0.477842486,0.659487351,0.3688393,0.615164715,0.564071035,0.58456255,0.717975652,1.000444993,0.47267065,0.963164205,0.257995224,0.929204692,0.122544384,0.881076896,0.001315778,-0.001342535,-0.001696885,0.00116384,0.002571285
I,0.8861832,1.001406898,0.502057283,0.944499923,0.155490378,0.800833743,0.003979724,0.646627941,0.086186036,0.510660985,0.22100573,0.541802166,0.083640969,0.390624573,0.151847342,0.503587764,0.228976374,0.623999882,0.465722706,0.500766233,0.343608856,0.375574715,0.387543803,0.545777584,0.436434538,0.689139232,0.73052199,0.4775593,0.658434578,0.368938546,0.61619344,0.557527086,0.589964079,0.709171482,1.002171973,0.472479317,0.965839469,0.259350396,0.928207895,0.123280759,0.876153863,0.005024764,-0.000586152,-0.000693858,-0.002046943,-0.003810048
